playlist_name,track_playlist,recommendation,hit_number,hit_track
2015,"Hero by Family of the Year, Good Thing by Sam Smith, Say You Love Me by Jessie Ware, Where Are You Now by Mumford & Sons, Crazy Love by Van Morrison, Breathe by Alexi Murdoch, The Past And Pending by The Shins, Some Nights by Tyler Ward, Timshel by Mumford & Sons, Rivers And Roads by The Head and the Heart, Just Breathe by Willie Nelson, Hello My Old Heart by The Oh Hellos, Here by Alessia Cara, Do You Remember by Jarryd James","I Will Wait by Mumford & Sons, New Slang by The Shins, Hero by Family of the Year, Banana Pancakes by Jack Johnson, Holocene by Bon Iver, Let Her Go by Passenger, Flake by Jack Johnson, Cherry Wine by Hozier, Simple Song by The Shins, Is This Love by Bob Marley & The Wailers",1,Hero by Family of the Year
throwback,"Climax by Usher, Unwritten by Natasha Bedingfield, Save Me by Nicki Minaj, Can't Believe It by T-Pain, We Belong Together by Mariah Carey, Foolish by Ashanti, Irreplaceable by Beyoncé, Find Your Love by Drake, Let It Go by Keyshia Cole, Sorry by Justin Bieber, Say Goodbye by Chris Brown, White Iverson by Post Malone, Let Me Love You by Mario, You're Beautiful by James Blunt, Complicated by Avril Lavigne, How to Save a Life by The Fray, Sweat (A La La La La Long) by Inner Circle, Because Of You by Ne-Yo, With You by Chris Brown, I Wanna Love You by Akon, Angel by Shaggy, You by Lloyd, Marvins Room by Drake, Foolish by Ashanti, Check by Meek Mill, Landslide by Fleetwood Mac, Forever by Chris Brown","Fix You by Coldplay, Someone Like You by Adele, Un-break My Heart by Toni Braxton, Let Her Go by Passenger, No Woman, No Cry by Bob Marley & The Wailers, Breakeven by The Script, The Scientist by Coldplay, Stay With Me by Sam Smith, Redemption Song by Bob Marley & The Wailers, I'm Not The Only One by Sam Smith",0,
lol,"Both (feat. Drake) by Gucci Mane, Might Not by Belly, Calm Down by G-Eazy, Get Up by Mac Miller, Only by Nicki Minaj, chateau by blackbear, Sunset by Kid Ink, Redemption by Drake, No Type by Rae Sremmurd, 23 by Mike WiLL Made-It, New Rules by Dua Lipa, Hurt by Chase Goehring, Castle by Halsey, Memphis by Justin Bieber, I'm the One by DJ Khaled, Sweet Creature by Harry Styles, HUMBLE. by Kendrick Lamar","One Dance by Drake, Levitating by Dua Lipa, Both by Gucci Mane feat. Drake, God's Plan by Drake, Physical by Dua Lipa, Lemonade by Internet Money feat. Gunna, Don Toliver & NAV, Nice For What by Drake, Break My Heart by Dua Lipa, I Get the Bag by Gucci Mane feat. Migos, In My Feelings by Drake",0,
crossfit ,"Count On Me by Bruno Mars, I Lived by OneRepublic, Thank You For Being A Friend by Andrew Gold, Never Gonna Let You Down by Colbie Caillat, Crazy Beautiful Life by Kesha, Summer by Calvin Harris, Down In the DM by Yo Gotti, Sober by Selena Gomez, Birthday Cake by Rihanna, Replay by Iyaz, Down by Jay Sean, Bet On It by Troy, I Gotta Feeling by The Black Eyed Peas, Party In The U.S.A. by Miley Cyrus, How Deep Is Your Love by Calvin Harris, Fabulous by Sharpay Evans, Somebody To Love by Justin Bieber, Overboard by Justin Bieber, As Long As You Love Me by Justin Bieber, Purpose by Justin Bieber, Children by Justin Bieber, No Money by Galantis, This Could Be Us by Rae Sremmurd, Your Song by Ellie Goulding, Gold by Kiiara, Our Own House by MisterWives, A Little Party Never Killed Nobody (All We Got) by Fergie, Truffle Butter by Nicki Minaj, One Thing by One Direction, I Wish by One Direction, I Would by One Direction, She's Not Afraid by One Direction, Diana by One Direction, Midnight Memories by One Direction, Don't Forget Where You Belong by One Direction, Right Now by One Direction, Ready to Run by One Direction, Where Do Broken Hearts Go by One Direction, 18 by One Direction, Fool's Gold by One Direction, Stockholm Syndrome by One Direction, Drag Me Down by One Direction, Olivia by One Direction, Again by Fetty Wap, Disturbia by Rihanna, Dinosaur by Kesha, On And On by The Score, Once In a While by Timeflies, Say It by Flume, All Night by The Vamps, My Way by Calvin Harris, Fake Love by Drake, Caroline by Aminé, Sex With Me by Rihanna, Rather Be (feat. Jess Glynne) by Clean Bandit, You'll Be In My Heart by Phil Collins","Can't Stop the Feeling! by Justin Timberlake, Stronger (What Doesn't Kill You) by Kelly Clarkson, Shake It Off by Taylor Swift, Titanium by David Guetta feat. Sia, Don't Stop Believin by Journey, Eye of the Tiger by Survivor, Uptown Funk by Mark Ronson feat. Bruno Mars, Feel So Close by Calvin Harris, Live While We're Young by One Direction, Sorry by Justin Bieber",0,
Beyoncé ,"Crazy In Love by Beyoncé, Me, Myself and I by Beyoncé, Yes by Beyoncé, Signs by Beyoncé, Irreplaceable by Beyoncé, If by Beyoncé, Deja Vu by Beyoncé, Ring The Alarm by Beyoncé, I Miss You by Beyoncé, Party by Beyoncé, Start Over by Beyoncé, Countdown by Beyoncé, End of Time by Beyoncé, I Was Here by Beyoncé, Halo by Beyoncé, Disappear by Beyoncé, Broken-Hearted Girl by Beyoncé, Ave Maria by Beyoncé, Radio by Beyoncé, Diva by Beyoncé, Sweet Dreams by Beyoncé, Hello by Beyoncé, Halo by Beyoncé, Disappear by Beyoncé, Broken-Hearted Girl by Beyoncé, Ave Maria by Beyoncé, Radio by Beyoncé, Diva by Beyoncé, Sweet Dreams by Beyoncé, Fever by Beyoncé, Move by Jennifer Hudson, Family by Jamie Foxx, Heavy by Jennifer Hudson, Patience by Eddie Murphy, Family by Jamie Foxx, Lose My Breath by Destiny's Child, So Good by Destiny's Child, Girl by Destiny's Child, Lose My Breath by Destiny's Child, Girl by Destiny's Child, Bad Habit by Destiny's Child, If by Destiny's Child, Free by Destiny's Child, Love by Destiny's Child, Survivor by Destiny's Child, Fancy by Destiny's Child, Emotion by Destiny's Child, No, No, No, Pt. 1 by Destiny's Child","Run the World (Girls) by Beyoncé, Survivor by Destiny's Child, Spotlight by Jennifer Hudson, Stronger (What Doesn't Kill You) by Kelly Clarkson, Fight Song by Rachel Platten, Brave by Sara Bareilles, Freedom by Beyoncé feat. Kendrick Lamar, Girl on Fire by Alicia Keys, Rise Up by Andra Day, Unstoppable by Sia",1,Survivor by Destiny's Child
5SOS,"Voodoo Doll by 5 Seconds of Summer, Long Way Home by 5 Seconds of Summer, Beside You by 5 Seconds of Summer, 18 by 5 Seconds of Summer, Amnesia by 5 Seconds of Summer, Don't Stop by 5 Seconds of Summer, Show Love by Family Force 5, Walk On Water by Family Force 5, Raised By Wolves by Family Force 5, Temporary Bliss by The Cab, Bad by The Cab, Endlessly by The Cab, Animal by The Cab, Run by The Maine, White Walls by The Maine, Happy by The Maine, Blood Red by The Maine, Bliss by The Maine, Amnesia by 5 Seconds of Summer, Daylight by 5 Seconds of Summer, American Idiot by 5 Seconds of Summer, Fly Away by 5 Seconds of Summer, Money by 5 Seconds of Summer, Castaway by 5 Seconds of Summer, Fly Away by 5 Seconds of Summer","Jet Black Heart by 5 Seconds of Summer, Am I Pretty? by The Maine, Let It Be Love by Family Force 5, Drive By by Train, Boston by Augustana, Gravity by John Mayer, Holocene by Bon Iver, Night Drive by All American Rejects, Chasing Cars by Snow Patrol, Turn Me On by Norah Jones",0,
Jim,"Click Click Boom by Saliva, Sad But True by Metallica, You're Going Down by Sick Puppies, Under The Knife by Rise Against, The Good Left Undone by Rise Against, Voices by Disturbed, I'm Made of Wax, Larry, What Are You Made Of? by A Day To Remember, Scream Aim Fire by Bullet For My Valentine, Walk by Pantera, Blackened by Metallica, I Will Not Bow by Breaking Benjamin, Cold by Crossfade, I Stand Alone by Godsmack, Ladies And Gentlemen by Saliva, All I Want by A Day To Remember, Two Weeks by All That Remains, This Calling by All That Remains, Ex's And Oh's by Atreyu, Tears Don't Fall by Bullet For My Valentine, Ohio Is for Lovers by Hawthorne Heights, Niki Fm by Hawthorne Heights, My Heroine by Silverstein, Hearts Burst into Fire by Bullet For My Valentine, Till I Die by Machine Gun Kelly, Rum Is For Drinking, Not For Burning by Senses Fail, Runaway by Silverstein, Massachusetts by Silverstein, Rose Tattoo by Dropkick Murphys, Let's Go by Cartel, Comatose by Skillet, Cumbersome by Seven Mary Three, Hell Yeah by Rev Theory, POWER by Kanye West, Under The Knife by Rise Against, Savior by Rise Against","The Pretender by Foo Fighters, Face Everything and Rise by Papa Roach, Boulevard of Broken Dreams by Green Day, Savior by Rise Against, Tears Don't Fall by Bullet For My Valentine, Enter Sandman by Metallica, My Songs Know What You Did in the Dark (Light Em Up) by Fall Out Boy, Wasteland by 10 Years, I Stand Alone by Godsmack, Life is Beautiful by Sixx:A.M.",3,"I Stand Alone by Godsmack, Tears Don't Fall by Bullet For My Valentine, Savior by Rise Against"
Wavy ,"Back to You by Kolidescopes, Where I Wanna Be by A R I Z O N A, Stole the Show by Kygo, Stay by Kygo, 2 Heads by Coleman Hell, My Way by Calvin Harris, Ocean Drive by Duke Dumont, Goodbye by filous, Come With Me by Nora En Pure, Easy Love by Sigala, Changes by Faul & Wad Ad, No More by Josh Parkinson","Midnight City by M83, Electric Feel by MGMT, Retrograde by James Blake, Somebody Else by The 1975, Do I Wanna Know? by Arctic Monkeys, Holocene by Bon Iver, The Night We Met by Lord Huron, Drive by Incubus, Clair de Lune by Flight Facilities feat. Christine Hoberg, Wait by M83",0,
Clean,"Buffalo Soldier by Bob Marley & The Wailers, Son Of A Preacher Man by Aretha Franklin, I'm Yours by Jason Mraz, Irreplaceable by Beyoncé, Princess of China by Coldplay, American Oxygen by Rihanna, Miss Independent by Ne-Yo, Pocketful of Sunshine by Natasha Bedingfield, Replay by Zendaya, Sweater Weather by The Neighbourhood, Unwritten by Natasha Bedingfield, Right As Rain by Adele, Amazing by Kanye West, Let The Good Times Roll by Shirley & Lee, Whispering Bells by The Del-Vikings, Lollipop by The Chordettes, Summer by Calvin Harris, Rather Be (feat. Jess Glynne) by Clean Bandit, Come & Get It by Selena Gomez, I Can See Clearly Now by Jimmy Cliff, Get Up, Stand Up by The Wailers, Black Magic by Little Mix, The Lion Sleeps Tonight (Wimoweh) by The Tokens, Pumped Up Kicks by Foster The People, Colors by Halsey, September by Earth, Wind & Fire, The Changing Times by Earth, Wind & Fire, Wanna Be With You by Earth, Wind & Fire, I've Had Enough by Earth, Wind & Fire, You Are a Winner by Earth, Wind & Fire, Evolution Orange by Earth, Wind & Fire, My Love by Earth, Wind & Fire, Let's Groove by Earth, Wind & Fire","September by Earth, Wind & Fire, Could You Be Loved by Bob Marley & The Wailers, Halo by Beyoncé, Don't Worry Be Happy by Bobby McFerrin, I Wanna Dance with Somebody (Who Loves Me) by Whitney Houston, Three Little Birds by Bob Marley & The Wailers, Run the World (Girls) by Beyoncé, Feeling Good by Nina Simone, Is This Love by Bob Marley & The Wailers, Fantasy by Earth, Wind & Fire",1,"September by Earth, Wind & Fire"
Get Pumped,"Mess Around by Cage The Elephant, Heartbreaker by Led Zeppelin, Red Light by The Strokes, Lazaretto by Jack White, Giant by Funeral Party, Trampled Under Foot by Led Zeppelin, Kiss This by The Struts, DRUGS by DREAMERS, Tick Tick Boom by The Hives, Welcome To The Jungle by Guns N' Roses, Whip It by DEVO, Oh Yeah by Yello, Jane by Jefferson Starship, Helicopter by Bloc Party, Kickstart My Heart by Mötley Crüe, One Armed Scissor by At The Drive In, Woman by Wolfmother, Jump Around by House Of Pain, Gold On The Ceiling by The Black Keys, Anthem by Rush, Hush by Deep Purple, Bark at the Moon by Ozzy Osbourne, Black Betty by Ram Jam, No One Knows by Queens of the Stone Age, Monkey Wrench by Foo Fighters, 3's & 7's by Queens of the Stone Age, Heavy by The Glorious Sons","Immigrant Song by Led Zeppelin, Lonely Boy by The Black Keys, No One Knows by Queens of the Stone Age, Seven Nation Army by The White Stripes, Song 2 by Blur, Are You Gonna Be My Girl by Jet, Take Me Out by Franz Ferdinand, I Believe in a Thing Called Love by The Darkness, Sex on Fire by Kings of Leon, Woman by Wolfmother",2,"Woman by Wolfmother, No One Knows by Queens of the Stone Age"
Good Oldies,"Fooled Around And Fell In Love by Elvin Bishop, Sweet Caroline by Neil Diamond, Sweet Home Alabama by Lynyrd Skynyrd, Spirit In The Sky by Norman Greenbaum, Simple Man by Lynyrd Skynyrd, Rich Girl by Daryl Hall & John Oates, Ramblin' Man by The Allman Brothers Band, Lookin' Out My Back Door by Creedence Clearwater Revival, Renegade by Styx, Carry On by Crosby, Stills, Nash & Young, Your Song by Elton John, Free Bird by Lynyrd Skynyrd, Rosanna by Toto, The Devil Went Down to Georgia by The Charlie Daniels Band, California Dreamin' by The Mamas & The Papas, Heart of Gold by Neil Young, Margaritaville by Jimmy Buffett, Runaround Sue by Dion, Black Magic Woman by Santana","Simple Man by Lynyrd Skynyrd, Sweet Caroline by Neil Diamond, Tiny Dancer by Elton John, The Weight by The Band, Into the Mystic by Van Morrison, Landslide by Fleetwood Mac, Have You Ever Seen The Rain by Creedence Clearwater Revival, Turn the Page by Bob Seger, Melissa by The Allman Brothers Band, Harvest Moon by Neil Young",2,"Sweet Caroline by Neil Diamond, Simple Man by Lynyrd Skynyrd"
90's Alternative,"All I Want by Toad The Wet Sprocket, If You Could Only See by Tonic, Follow You Down by Gin Blossoms, I Believe by Blessid Union Of Souls, Inside Out by Eve 6, 6th Avenue Heartache by The Wallflowers, The World I Know by Collective Soul, December by Collective Soul, Shine by Collective Soul, The Space Between by Dave Matthews Band, My Hero by Foo Fighters, Best of You by Foo Fighters, My Hero by Foo Fighters, All My Life by Foo Fighters, Push by Matchbox Twenty, 3AM by Matchbox Twenty, Bent by Matchbox Twenty, I Want You by Third Eye Blind, How's It Going To Be by Third Eye Blind, Pretty Fly (For A White Guy) by The Offspring, The Kids Aren't Alright by The Offspring, Hemorrhage (In My Hands) by Fuel, Long Way Down by The Goo Goo Dolls, Hold My Hand by Hootie & The Blowfish, Let Her Cry by Hootie & The Blowfish, You by Candlebox, Cover Me by Candlebox, Change by Candlebox, Mr. Jones by Counting Crows, Colorblind by Counting Crows, Stupid Girl by Garbage","Everlong (Acoustic Version) by Foo Fighters, The World I Know by Collective Soul, Unwell by Matchbox Twenty, Daughter by Pearl Jam, Hurt by Johnny Cash, Black by Pearl Jam, Wish You Were Here by Pink Floyd, Simple Man by Lynyrd Skynyrd, Landslide by Fleetwood Mac, Let It Be by The Beatles",1,The World I Know by Collective Soul
Pop,"All About That Bass by Meghan Trainor, Bang Bang by Jessie J, Stay With Me by Sam Smith, Cool Kids by Echosmith, Blame by Calvin Harris, Rather Be (feat. Jess Glynne) by Clean Bandit, Maps by Maroon 5, Don't by Ed Sheeran, Amnesia by 5 Seconds of Summer, Fancy by Iggy Azalea, Trumpets by Jason Derulo, All of Me by John Legend, Summer by Calvin Harris, i by Kendrick Lamar, BO$$ by Fifth Harmony, We Dem Boyz by Wiz Khalifa, American Dream by MKTO, Ass Drop by Wiz Khalifa, Blame by Calvin Harris, Space Jam by Audio Push, Pour It Up by Rihanna, Believe Me by Lil Wayne, Let It Go by A$AP Ferg, All About You by Hilary Duff, Reflections by MisterWives, Timber by Pitbull, We Dem Boyz by Wiz Khalifa, Do It by Pitbull, Do It by Mykko Montana, GDFR (feat. Sage The Gemini & Lookas) by Flo Rida, Welcome To The Jungle by Guns N' Roses, The Man by Aloe Blacc, Heads Will Roll by Yeah Yeah Yeahs, Higher by Classified, I Don't Mind by Usher, 23 by Mike WiLL Made-It, Studio by ScHoolboy Q, You And Your Friends (feat. Snoop Dogg & Ty Dolla $ign) by Wiz Khalifa, Ride by SoMo, We Can Make Love by SoMo, The Only One by SoMo, Touchin, Lovin (feat. Nicki Minaj) by Trey Songz, Paradise by Big Sean, Paranoid (feat. B.o.B) by Ty Dolla $ign, Believe Me by Lil Wayne, I Don't Mind by Usher","Feels (feat. Pharrell Williams, Katy Perry & Big Sean) by Calvin Harris, Young, Wild & Free (feat. Bruno Mars) by Snoop Dogg & Wiz Khalifa, Ride by SoMo, Can't Stop the Feeling! by Justin Timberlake, Shut Up and Dance by WALK THE MOON, Uptown Funk (feat. Bruno Mars) by Mark Ronson, Adventure of a Lifetime by Coldplay, Bright Lights Bigger City by CeeLo Green, Ex's & Oh's by Elle King, Don't Stop Believin by Journey",1,Ride by SoMo
Motivation,"Carry On by fun., Alive by Krewella, Remember The Name (feat. Styles Of Beyond) by Fort Minor, All Time Low by The Wanted, Stronger by Kanye West, Breakaway by Kelly Clarkson, Miss Independent by Kelly Clarkson, Pocketful of Sunshine by Natasha Bedingfield, Lost At Sea by Zedd, A Little Party Never Killed Nobody (All We Got) by Fergie, One More Time by Daft Punk, This Is Your Life by Switchfoot, What Is Love by Haddaway, Alone Together by Fall Out Boy, The Phoenix by Fall Out Boy, Harlem by New Politics, Anna Sun by WALK THE MOON, Best Day Of My Life by American Authors, Dirty Paws by Of Monsters and Men, Step Out by José González, I Like To Move It by Erick Morillo, Burn by Ellie Goulding, Blame by Calvin Harris, Rather Be (feat. Jess Glynne) by Clean Bandit, Maps by Maroon 5","Stronger (What Doesn't Kill You) by Kelly Clarkson, My Songs Know What You Did In The Dark (Light Em Up) by Fall Out Boy, Roar by Katy Perry, Eye of the Tiger by Survivor, Can't Stop the Feeling! by Justin Timberlake, Titanium by David Guetta feat. Sia, Dog Days Are Over by Florence + The Machine, Buffalo Soldier by Bob Marley & The Wailers, Don't Stop Believin by Journey, Good as Hell by Lizzo",0,
ps,"Sweet Child O' Mine by Guns N' Roses, Welcome To The Jungle by Guns N' Roses, Knockin' On Heaven's Door by Guns N' Roses, Master Of Puppets by Metallica, Photograph by Nickelback, If Everyone Cared by Nickelback, Walk This Way by Aerosmith, Sweet Home Alabama by Lynyrd Skynyrd, Bad To The Bone by Molly Hatchet, Eye of the Tiger by Survivor, Semper Fi by Trace Adkins, Freedom by Kenny Chesney, Til The Last Shot's Fired by Trace Adkins","Sweet Child o' Mine by Guns N' Roses, How You Remind Me by Nickelback, Ladies Love Country Boys by Trace Adkins, Simple Man by Lynyrd Skynyrd, The House Is Rockin by Stevie Ray Vaughan, Born to Run by Bruce Springsteen, Summer of '69 by Bryan Adams, American Pie by Don McLean, Rockin' in the Free World by Neil Young, Fortunate Son by Creedence Clearwater Revival",0,
Jazz,"Solid As A Rock by Ella Fitzgerald, Whatever Lola Wants by Ella Fitzgerald, Sway by Rosemary Clooney, Desperado by Diana Krall, Smile by Nat King Cole, Fever by Peggy Lee, All The Things You Are by Ella Fitzgerald, Anything Goes by Tony Bennett, Get Ready by Ella Fitzgerald, Body and Soul by Tony Bennett, Feeling Good by Nina Simone, Dream A Little Dream Of Me by Ella Fitzgerald, The Way You Look Tonight by Frank Sinatra, They Can't Take That Away From Me by Ella Fitzgerald, In the Mood by Glenn Miller, California Dreamin' by Diana Krall, Don't Dream It's Over by Diana Krall, If You Could Read My Mind by Diana Krall, Alone Again (Naturally) by Diana Krall, Suzanne by Françoise Hardy, I Wish I Knew How It Would Feel to Be Free by Nina Simone","Feeling Good by Nina Simone, Cry Me a River by Diana Krall, Dream a Little Dream of Me by Ella Fitzgerald, Turn Me On by Norah Jones, At Last by Etta James, Don't Know Why by Norah Jones, Come Away With Me by Norah Jones, The Nearness of You by Norah Jones, Sunrise by Norah Jones, Lonestar by Norah Jones",1,Feeling Good by Nina Simone
sleepy songs,"Troublemaker by Beach House, Zebra by Beach House, Lover Of Mine by Beach House, Real Love by Beach House, Sea of Love by Cat Power, Do You Realize?? by The Flaming Lips, Until Then by Orcas, Selah by Orcas, The Gardener by The Tallest Man On Earth, The Dreamer by The Tallest Man On Earth, Love Is All by The Tallest Man On Earth, Fitzpleasure by alt-J, Something Good by alt-J, Intro by alt-J, Intro by alt-J, Lovely Day (Bonus Track) by alt-J, Baby by Devendra Banhart, From Eden by Hozier, Like Real People Do by Hozier, Work Song by Hozier, Flesh And Bone by Keaton Henson, In the Morning by Keaton Henson, You by Keaton Henson, Preface by Keaton Henson, You by Keaton Henson, In the Morning by Keaton Henson, Prologue by Keaton Henson, Flesh And Bone by Keaton Henson, To Be Alone With You by Sufjan Stevens, Chicago by Sufjan Stevens, All the Trees of the Field Will Clap Their Hands by Sufjan Stevens, Hero by Family of the Year","Space Song by Beach House, Small Hands by Keaton Henson, Cherry Wine by Hozier, Holocene by Bon Iver, The Night We Met by Lord Huron, Angela by The Lumineers, Fire and the Flood by Vance Joy, Youth by Daughter, Cardigan by Taylor Swift, Banana Pancakes by Jack Johnson",0,
summer vibes ,"All Time Low by Jon Bellion, Guillotine by Jon Bellion, Woke The F*ck Up by Jon Bellion, Overwhelming by Jon Bellion, Jungle by Jon Bellion, From the Start by Jacob Ray, Bones by Quinn XCII, FFYL by Quinn XCII, Don't You Know by Jaymes Young, Feel Something by Jaymes Young, Weak by AJR, Riptide by Vance Joy, Waves by Mr. Probz, Morning In America by Jon Bellion, Human by Jon Bellion, Good Friend by Quinn XCII, He Is The Same by Jon Bellion, Munny Right by Jon Bellion, Stay by Kygo, Stole the Show by Kygo, Weight Of The World by Jon Bellion, Stereo by BoomBox, Summer by Marshmello","Stupid Deep by Jon Bellion, Straightjacket by Quinn XCII, Firestone by Kygo ft. Conrad Sewell, Slow Dance in a Parking Lot by Jordan Davis, Malibu Nights by LANY, Ban All the Music by Nothing But Thieves, Holocene by Bon Iver, Castle on the Hill by Ed Sheeran, The Night We Met by Lord Huron, Tennessee Whiskey by Chris Stapleton",0,
Driving,"Cry Me a River by Justin Timberlake, Señorita by Justin Timberlake, My Love by Justin Timberlake, Always by Erasure, Sometimes by Erasure, Oh L'Amour by Erasure, Love To Hate You by Erasure, Wonderful by Stone Temple Pilots, Cry Me a River by Justin Timberlake, Rock Me by One Direction, Wimoweh by Karl Denver","Mirrors by Justin Timberlake, A Little Respect by Erasure, Interstate Love Song by Stone Temple Pilots, Thinking Out Loud by Ed Sheeran, Someone Like You by Adele, Gravity by John Mayer, Un-break My Heart by Toni Braxton, Fix You by Coldplay, Make You Feel My Love by Bob Dylan, I Will Always Love You by Whitney Houston",0,
"rach,","Growing Up by Run River North, Rise Up by Andra Day, Song For You by Jenny & Tyler, Tomorrow by Drew Holcomb & The Neighbors, Truce by Twenty One Pilots, Gone, Gone, Gone by Phillip Phillips, Lazarus by The Collection, Slaves by Penny and Sparrow, Timshel by Mumford & Sons, Mama by The Collection, Stay Alive by José González, Hello My Old Heart by The Oh Hellos, Farther Along by Josh Garrels, Where There Is Love by Unhindered, One by Birdtalker","I Will Wait by Mumford & Sons, Car Radio by Twenty One Pilots, The Cave by Mumford & Sons, Ride by Twenty One Pilots, You Will Be Found by The Collection, Unsteady by X Ambassadors, Fight Song by Rachel Platten, Brave by Sara Bareilles, The Fighter by Gym Class Heroes feat. Ryan Tedder, Scars To Your Beautiful by Alessia Cara",0,
Hardcore,"Know Your Enemy by Rage Against The Machine, Microphone Fiend by Rage Against The Machine, Pistol Grip Pump by Rage Against The Machine, Kick out the Jams by Rage Against The Machine, Mic Check by Rage Against The Machine, Sleep Now In the Fire by Rage Against The Machine, Mouth For War by Pantera, Walk by Pantera, Goddamn Electric by Pantera, Strength Beyond Strength by Pantera, Primal Concrete Sledge by Pantera, The Art Of Shredding by Pantera, Fool by Rollins Band, Icon by Rollins Band, More Human Than Human by White Zombie, B.Y.O.B. by System Of A Down, Cigaro by System Of A Down, Radio/Video by System Of A Down, Chop Suey! by System Of A Down, Children Of The Grave by White Zombie, Lay Down by Priestess, Sure Shot by Beastie Boys, Long Way Back From Hell by Danzig, Crazy Bitch by Buckcherry, Heads Will Roll by Yeah Yeah Yeahs, Burn by Rob Zombie, Genesis by Justice, You've Got Another Thing Coming by Judas Priest, Bad Reputation by The Dragons, Break Stuff by Limp Bizkit, Fuckin' In The Bushes by Oasis, Woman by Wolfmother, Hangar 18 by Megadeth, Madhouse by Anthrax, Tall Cans In The Air by Transplants, Rival by Black Rebel Motorcycle Club","Bulls on Parade by Rage Against The Machine, Walk by Pantera, Chop Suey! by System Of A Down, Killing In The Name by Rage Against The Machine, Cowboys From Hell by Pantera, B.Y.O.B. by System Of A Down, Guerrilla Radio by Rage Against The Machine, Cemetery Gates by Pantera, Toxicity by System Of A Down, Bombtrack by Rage Against The Machine",3,"Walk by Pantera, B.Y.O.B. by System Of A Down, Chop Suey! by System Of A Down"
Pub,"Congratulations by Post Malone, Jungle by A Boogie Wit da Hoodie, My Mind by NAV, Get Mine by Bryson Tiller, Magnolia by Playboi Carti, Kelly Price (feat. Travis Scott) by Migos, lose by Travis Scott, Ocean Drive by 21 Savage, Butterfly Effect by Travis Scott, Unforgettable by French Montana, No Complaints by Metro Boomin, Close My Eyes by 21 Savage, Famous by French Montana, I Don't Care by NAV, Both Sides by NAV, rockstar by Post Malone","SICKO MODE by Travis Scott, Wow. by Post Malone, Turks (feat. Travis Scott) by NAV, Goosebumps by Travis Scott, Circles by Post Malone, Some Way (feat. The Weeknd) by NAV, Old Town Road (Remix) by Lil Nas X feat. Billy Ray Cyrus, Sunflower by Post Malone & Swae Lee, HIGHEST IN THE ROOM by Travis Scott, Congratulations by Post Malone feat. Quavo",0,
Slow Motion,"6AM by Melanie Fiona, Running by Melanie Fiona, Break Down These Walls by Melanie Fiona, L.O.V.E. by Melanie Fiona, Bones by Melanie Fiona, Motivation by Kelly Rowland, Let Me Love You by Pusha T, I Remember by Kelly Rowland, Freak by Kelly Rowland, A Thousand Years by Christina Perri, Bleeding Love by Leona Lewis, Realize by Colbie Caillat, My Way by Usher","Jar of Hearts by Christina Perri, Monday Morning by Melanie Fiona, Stole by Kelly Rowland, Gravity by Sara Bareilles, Unthinkable (I'm Ready) by Alicia Keys, Turning Tables by Adele, Distance by Christina Perri, Like a Star by Corinne Bailey Rae, Almost Lover by A Fine Frenzy, Breathe Me by Sia",0,
80's,"Oh Sherrie by Steve Perry, Automatic by The Pointer Sisters, Any Way You Want It by Journey, Let's Groove by Earth, Wind & Fire, Down Under by Men At Work, Open Arms by Journey, Take My Breath Away by Berlin, Sweet Child O' Mine by Guns N' Roses, Time After Time by Cyndi Lauper, Glory Of Love by Peter Cetera, (I've Had) The Time of My Life by Bill Medley, The Way It Is by Bruce Hornsby, Don't Go by Yaz, Saving All My Love for You by Whitney Houston, Islands In The Stream by Kenny Rogers, Give It Up by KC & The Sunshine Band, Everybody Wants To Rule The World by Tears For Fears, Owner Of A Lonely Heart by Yes, What's Love Got to Do with It by Tina Turner, Together Forever by Rick Astley, Burning Heart by Survivor, Straight Up by Paula Abdul, Don't You (Forget About Me) by Simple Minds, Situation by Yaz, Imagine by Dynamite, Ordinary World by Duran Duran, It's My Life by Bon Jovi, Alone by Heart","Don't Stop Believin by Journey, Only You by Yaz, Turn Me On by Norah Jones, Lights by Journey, Come Away With Me by Norah Jones, Faithfully by Journey, At Last by Etta James, Open Arms by Journey, Sweet Love by Anita Baker, Linger by The Cranberries",1,Open Arms by Journey
